restaurant_name,location,price_for_2,din_rating,din_count,del_rating,del_count
OYALO,Kilpauk,450,None,Does not offer Dining,3.8,62
OYALO,Kodambakkam,450,None,Does not offer Dining,3.7,54
OYALO,Kolathur,450,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
OYALO,Kotturpuram,450,None,Does not offer Dining,3.9,60
OYALO,T. Nagar,450,None,Not enough Dining Reviews,3.9,59
OYALO,Palavakkam,450,None,Does not offer Dining,None,Not enough Delivery Reviews
OYALO,Anna Nagar East,450,2,0,3.1,1
OYALO,Triplicane,450,None,Does not offer Dining,None,Not enough Delivery Reviews
OYALO,Saligramam,450,None,Does not offer Dining,None,Not enough Delivery Reviews
OYALO,Perambur,450,None,Not enough Dining Reviews,None,Does not offer Delivery
OYALO,Porur,450,None,Does not offer Dining,None,Not enough Delivery Reviews
OYALO,Anna Nagar West,450,None,Not enough Dining Reviews,None,Does not offer Delivery
OYALO,Anna Nagar West,450,None,Not enough Dining Reviews,None,Does not offer Delivery
OYALO,"Express Avenue Mall,Royapettah",450,2,0,3.1,0
Sri Krishna Sweets,Velachery,250,3.2,90,3.9,96
Sri Krishna Sweets,Besant Nagar,200,3.2,47,None,Not enough Delivery Reviews
Sri Krishna Sweets,Adyar,250,2.6,56,None,Not enough Delivery Reviews
Sri Krishna Sweets,Mylapore,250,3.6,46,4.3,82
Sri Krishna Sweets,Perambur,250,3.3,56,None,Does not offer Delivery
Sri Krishna Sweets,Egmore,250,3.4,26,None,Not enough Delivery Reviews
Sri Krishna Sweets,Thiruvanmiyur,250,2.8,45,4.5,90
Sri Krishna Sweets,Ashok Nagar,250,2.9,33,4.2,115
Sri Krishna Sweets,Anna Nagar East,250,3.2,33,4.4,132
Sri Krishna Sweets,Mogappair,250,3.5,42,None,Does not offer Delivery
Sri Krishna Sweets,Madipakkam,250,2.7,34,3.9,92
Sri Krishna Sweets,GST Road,250,2.9,36,3.9,45
Sri Krishna Sweets,Koyambedu,250,3,25,None,Does not offer Delivery
Sri Krishna Sweets,Triplicane,250,2.7,23,3.9,52
Sri Krishna Sweets,Nungambakkam,250,3.2,23,None,Does not offer Delivery
Sri Krishna Sweets,Kolathur,250,3.7,19,None,Does not offer Delivery
Sri Krishna Sweets,Ambattur,250,3.3,19,3.9,51
Sri Krishna Sweets,Saidapet,250,2.6,14,None,Not enough Delivery Reviews
Sri Krishna Sweets,Poonamalle,250,2.9,22,None,Does not offer Delivery
Sri Krishna Sweets,Tambaram,250,3.1,21,3.9,60
Sri Krishna Sweets,Kanchipuram District,250,2,4,None,Not enough Delivery Reviews
Sri Krishna Sweets,Kilpauk,250,3,17,None,Does not offer Delivery
Sri Krishna Sweets,Mylapore,250,2.7,11,None,Not enough Delivery Reviews
Sri Krishna Sweets,Nanganallur,250,3.2,17,None,Does not offer Delivery
Sri Krishna Sweets,West Mambalam,250,3,20,None,Not enough Delivery Reviews
Sri Krishna Sweets,Ashok Nagar,250,3.6,15,None,Does not offer Delivery
Sri Krishna Sweets,Thiruvallur,250,3.4,17,None,Does not offer Delivery
Sri Krishna Sweets,Alwarpet,250,2.7,13,None,Does not offer Delivery
Sri Krishna Sweets,Anna Nagar East,250,2.8,9,None,Does not offer Delivery
Sri Krishna Sweets,Karapakkam,250,None,Does not offer Dining,4.4,161
Sri Krishna Sweets,Kanchipuram District,250,3.1,5,None,Does not offer Delivery
Sri Krishna Sweets,Guindy,250,2.9,0,1.5,0
Madurai Famous Jigarthanda,Thuraipakkam,200,3.5,39,4.2,352
Madurai Famous Jigarthanda,Ramapuram,100,None,Not enough Dining Reviews,3.9,49
Madurai Famous Jigarthanda,Vadapalani,100,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Famous Jigarthanda,"OMR Food Street, Navallur",100,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Royal Biriyani,Palavakkam,500,3,116,4,869
Royal Biriyani,Thiruvanmiyur,500,2.6,78,3.9,428
Royal Biriyani,Akkarai,500,3.3,6,None,Not enough Delivery Reviews
The Brownie Studio,"VR Mall, Anna Nagar",150,None,Does not offer Dining,4.4,162
The Brownie Studio,Anna Nagar East,300,None,Does not offer Dining,4.3,332
The Brownie Studio,Porur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
The Brownie Studio,Maduravoyal,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Adyar Bakery,Perungudi,300,None,Does not offer Dining,3.4,24
Adyar Bakery,K.K. Nagar,300,2.9,16,3.8,59
Adyar Bakery,Velachery,300,3,21,None,Not enough Delivery Reviews
Adyar Bakery,Ashok Nagar,300,2.3,13,3.9,39
Adyar Bakery,Medavakkam,300,2.7,13,None,Not enough Delivery Reviews
Adyar Bakery,Anna Nagar West,300,2.8,22,None,Not enough Delivery Reviews
Adyar Bakery,Kottivakkam,300,None,Does not offer Dining,3.9,58
Adyar Bakery,Nanganallur,300,2.6,6,None,Not enough Delivery Reviews
Adyar Bakery,Pallavaram,300,2.7,15,3.9,83
Adyar Bakery,Thiruvallur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Adyar Bakery,Selaiyur,300,None,Does not offer Dining,3.2,11
Adyar Bakery,Thiruvanmiyur,300,2.7,7,None,Not enough Delivery Reviews
Adyar Bakery,Ambattur,300,2,4,None,Does not offer Delivery
Adyar Bakery,Adambakkam,300,None,Does not offer Dining,3.9,41
Sweet Truth,Medavakkam,300,None,Does not offer Dining,4,760
Sweet Truth,Thuraipakkam,300,None,Does not offer Dining,3.8,1085
Sweet Truth,Navallur,300,None,Does not offer Dining,3.8,1214
Sweet Truth,Chromepet,300,None,Does not offer Dining,3.8,667
Sweet Truth,Adyar,300,None,Does not offer Dining,3.7,543
Sweet Truth,Potheri,300,None,Does not offer Dining,4.2,837
Sweet Truth,Nandanam,300,None,Does not offer Dining,3.9,422
Sweet Truth,Mogappair,300,None,Does not offer Dining,3.8,762
Sweet Truth,Nungambakkam,300,None,Does not offer Dining,4.2,501
Sweet Truth,Nanganallur,300,None,Does not offer Dining,3.8,612
Sweet Truth,Anna Nagar East,300,None,Does not offer Dining,4.2,324
Sweet Truth,Kottivakkam,300,None,Does not offer Dining,3.9,323
Sweet Truth,Velachery,300,None,Does not offer Dining,4,516
Sweet Truth,Vadapalani,300,None,Does not offer Dining,4.3,425
Sweet Truth,Perambur,300,None,Does not offer Dining,3.4,354
Sweet Truth,Royapuram,300,None,Does not offer Dining,4,388
Sweet Truth,Alwarpet,300,None,Does not offer Dining,4,195
Sweet Truth,Kilpauk,300,None,Does not offer Dining,4.1,307
Sweet Truth,Ambattur,300,None,Does not offer Dining,4.2,238
Sweet Truth,Mandaveli,300,None,Does not offer Dining,3.9,137
Sweet Truth,Selaiyur,300,None,Does not offer Dining,3.5,371
Sweet Truth,Triplicane,300,None,Does not offer Dining,3.8,106
Sweet Truth,Tambaram,300,None,Does not offer Dining,4,217
Sweet Truth,Madhavaram,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Sweet Truth,GST Road,300,None,Does not offer Dining,3.9,263
Sweet Truth,Avadi,300,None,Does not offer Dining,4.2,117
Sweet Truth,Perungudi,300,None,Does not offer Dining,4.1,210
Sweet Truth,Chengalpattu,300,None,Does not offer Dining,3.4,63
Sweet Truth,Madipakkam,300,None,Does not offer Dining,3.6,61
Sweet Truth,Padur,300,None,Does not offer Dining,3.8,111
Sweet Truth,Ekkaduthangal,300,None,Does not offer Dining,3.6,134
Sweet Truth,Ramapuram,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Sweet Truth,Arumbakkam,300,None,Does not offer Dining,3.9,30
Sweet Truth,Poonamalle,300,None,Does not offer Dining,3.9,52
Sweet Truth,Besant Nagar,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Sweet Truth,Purasavakkam,300,None,Does not offer Dining,3.9,25
Sweet Truth,Tambaram,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Vaishno Thali,Perungudi,250,2.8,70,3.9,3581
Vaishno Thali,Karapakkam,250,None,Does not offer Dining,2.8,4787
Vaishno Thali,Navallur,250,None,Does not offer Dining,3.5,800
The Good Bowl,Thuraipakkam,500,None,Does not offer Dining,4,3159
The Good Bowl,Nungambakkam,500,None,Does not offer Dining,4,4221
The Good Bowl,Ambattur,500,None,Does not offer Dining,4.1,1355
The Good Bowl,Mogappair,500,None,Does not offer Dining,4,1420
The Good Bowl,Adyar,500,None,Does not offer Dining,4.1,1948
The Good Bowl,Vadapalani,500,None,Does not offer Dining,4,2739
The Good Bowl,Chromepet,500,None,Does not offer Dining,4,1897
The Good Bowl,Potheri,500,None,Does not offer Dining,4.3,3417
The Good Bowl,Ekkaduthangal,500,None,Does not offer Dining,4,2275
The Good Bowl,Triplicane,500,None,Does not offer Dining,3.7,1229
The Good Bowl,Navallur,500,None,Does not offer Dining,3.7,2183
The Good Bowl,GST Road,500,None,Does not offer Dining,4,759
The Good Bowl,Kottivakkam,500,None,Does not offer Dining,3.7,1603
The Good Bowl,Washermenpet,500,None,Does not offer Dining,3.8,505
The Good Bowl,Kilpauk,500,None,Does not offer Dining,4.2,1155
The Good Bowl,Anna Nagar West,500,None,Does not offer Dining,3.9,1425
The Good Bowl,Selaiyur,500,None,Does not offer Dining,4.1,1017
The Good Bowl,Velachery,500,None,Does not offer Dining,4,1404
The Good Bowl,Nandanam,500,None,Does not offer Dining,3.9,698
The Good Bowl,Alwarpet,500,None,Does not offer Dining,3.9,565
The Good Bowl,Nanganallur,500,None,Does not offer Dining,4,829
The Good Bowl,Medavakkam,500,None,Does not offer Dining,3.8,1033
The Good Bowl,Perambur,500,None,Does not offer Dining,3.9,579
The Good Bowl,Poonamalle,500,None,Does not offer Dining,4,675
The Good Bowl,Mandaveli,500,None,Does not offer Dining,4.1,1023
The Good Bowl,Perungudi,500,None,Does not offer Dining,3.9,272
The Good Bowl,Tambaram,500,None,Does not offer Dining,4,458
The Good Bowl,Avadi,500,None,Does not offer Dining,3.8,93
The Good Bowl,Padur,500,None,Does not offer Dining,4.1,96
The Good Bowl,Chengalpattu,500,None,Does not offer Dining,3.9,99
The Good Bowl,Purasavakkam,500,None,Does not offer Dining,3.8,57
The Good Bowl,Madhavaram,500,None,Does not offer Dining,None,Not enough Delivery Reviews
The Good Bowl,Tambaram,500,None,Does not offer Dining,3.9,23
The Good Bowl,Ramapuram,500,None,Does not offer Dining,None,Not enough Delivery Reviews
The Good Bowl,Madipakkam,500,None,Does not offer Dining,4.2,87
The Good Bowl,Arumbakkam,500,None,Does not offer Dining,None,Not enough Delivery Reviews
AL Maas Biryani,Egmore,400,3.1,9,3.6,29
AL Maas Biryani,Velachery,400,None,Does not offer Dining,3.4,208
Al Maas,Royapettah,450,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
AL Maas Biryani,Porur,400,None,Does not offer Dining,None,Not enough Delivery Reviews
GK Veg Restaurant,Chromepet,200,3.1,32,3.5,191
GK Veg Restaurant,Pallavaram,200,2.9,17,3.3,32
GK Veg Restaurant,Pallavaram,200,3.3,11,None,Does not offer Delivery
GK Veg Restaurant,Porur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Firangi Bake,Karapakkam,400,None,Does not offer Dining,3.5,1320
Firangi Bake,Thuraipakkam,400,None,Does not offer Dining,3.6,1667
Firangi Bake,Chromepet,400,None,Does not offer Dining,3.8,1150
Firangi Bake,Velachery,400,None,Does not offer Dining,3.8,903
Firangi Bake,Vadapalani,400,None,Does not offer Dining,4.2,996
Firangi Bake,Adyar,400,None,Does not offer Dining,3.7,974
Firangi Bake,Mogappair,400,None,Does not offer Dining,4.2,1191
Firangi Bake,Medavakkam,400,None,Does not offer Dining,3.9,973
Firangi Bake,Kottivakkam,400,None,Does not offer Dining,4,971
Firangi Bake,Anna Nagar East,400,None,Does not offer Dining,4,744
Firangi Bake,Nungambakkam,400,None,Does not offer Dining,4.2,1088
Firangi Bake,Poonamalle,400,None,Does not offer Dining,3.8,958
Firangi Bake,Kilpauk,400,None,Does not offer Dining,3.6,881
Firangi Bake,Nanganallur,400,None,Does not offer Dining,3.7,623
Firangi Bake,Nandanam,400,None,Does not offer Dining,4.1,382
Firangi Bake,Selaiyur,400,None,Does not offer Dining,3.8,822
Firangi Bake,Perambur,400,None,Does not offer Dining,4.1,355
Firangi Bake,Washermenpet,400,None,Does not offer Dining,4,493
Firangi Bake,Alwarpet,400,None,Does not offer Dining,3.1,87
Firangi Bake,Potheri,400,None,Does not offer Dining,4.1,849
Firangi Bake,Triplicane,400,None,Does not offer Dining,3.8,95
Firangi Bake,Mandaveli,400,None,Does not offer Dining,3.8,280
Firangi Bake,Tambaram,400,None,Does not offer Dining,3.8,292
Firangi Bake,Ekkaduthangal,400,None,Does not offer Dining,4.4,251
Firangi Bake,Ambattur,400,None,Does not offer Dining,4,471
Firangi Bake,Padur,400,None,Does not offer Dining,3.9,132
Firangi Bake,Avadi,400,None,Does not offer Dining,3.9,74
Firangi Bake,Perungudi,400,None,Does not offer Dining,4.2,134
Firangi Bake,GST Road,400,None,Does not offer Dining,3.9,198
Firangi Bake,Purasavakkam,400,None,Does not offer Dining,3.6,19
Firangi Bake,Chengalpattu,400,None,Does not offer Dining,3.5,99
Firangi Bake,Ramapuram,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Firangi Bake,Arumbakkam,400,None,Does not offer Dining,3.8,17
Firangi Bake,Madipakkam,400,None,Does not offer Dining,3.9,83
Firangi Bake,Madhavaram,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Firangi Bake,Tambaram,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Cake Park,Perungudi,400,3.9,57,4.1,253
Cake Park,Ashok Nagar,400,3.4,43,4.2,86
Cake Park,Nungambakkam,400,2.9,37,4,95
Cake Park,Choolaimedu,400,3.5,44,4.2,71
Cake Park,Kodambakkam,400,2.5,32,3.9,43
Cake Park,Egmore,400,2.9,19,3.8,89
Cake Park,Parrys,400,None,Does not offer Dining,4.2,195
Cake Park,Arumbakkam,600,3.4,22,3.8,89
Cake Park,"OMR Food Street, Navallur",250,2.3,7,3.9,50
Cake Park,Pallikaranai,300,3.3,12,3.7,26
Cake Park,Pallikaranai,500,2.6,6,3.9,19
Topi Vappa Biriyani,T. Nagar,400,3.1,6,None,Not enough Delivery Reviews
Topi Vappa Biryani,Anna Nagar West,400,3.5,8,3.9,37
Topi Vappa Biriyani,Kanchipuram District,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Topi Vappa Biryani,Kolathur,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Topi Vappa Biryani,K.K. Nagar,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
BBQ Ride,Thuraipakkam,300,3.8,84,4,531
BBQ Ride,Mogappair,300,None,Does not offer Dining,4.3,747
BBQ Ride,Velachery,200,3.7,20,None,Not enough Delivery Reviews
BBQ Ride,Ramapuram,200,2.9,13,3.6,98
BBQ Ride,GST Road,200,3.4,11,4.4,287
BBQ Ride,Ashok Nagar,200,3.2,6,None,Not enough Delivery Reviews
BBQ RIDE,Velachery,200,3.2,6,None,Not enough Delivery Reviews
Perambur Sri Srinivasa,Ambattur,400,3.7,121,3.9,73
Perambur Sri Srinivasa,Perambur,400,3.7,72,None,Not enough Delivery Reviews
Perambur Sri Srinivasa,Perambur,400,3.2,49,None,Does not offer Delivery
Perambur Sri Srinivasa,Madhavaram,400,3.5,45,None,Does not offer Delivery
Perambur Sri Srinivasa,Ambattur,400,3.3,42,4.4,1173
Perambur Sri Srinivasa,Perambur,400,3.6,30,None,Not enough Delivery Reviews
Perambur Sri Srinivasa,Perambur,400,3,21,None,Not enough Delivery Reviews
Perambur Sri Srinivasa,Perambur,400,3.3,20,None,Not enough Delivery Reviews
Perambur Sri Srinivasa,Valasaravakkam,400,2.7,13,3.9,62
Perambur Sri Srinivasa,Aminijikarai,400,2.4,7,3.9,28
Perambur Sri Srinivasa,Anna Nagar East,400,3.1,6,3.9,84
Perambur Sri Srinivasa,Madhavaram,400,3.3,8,None,Not enough Delivery Reviews
Perambur Sri Srinivasa,Chromepet,400,3,5,3.9,90
Perambur Sri Srinivasa,Aminijikarai,400,None,Not enough Dining Reviews,3.9,21
Tea Break,Palavakkam,350,3.5,29,3.9,508
Tea Break,Medavakkam,350,2.8,26,3.6,718
Tea Break,Kolathur,350,None,Not enough Dining Reviews,None,Does not offer Delivery
Tea Break,Adambakkam,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Baskin & Robbins,Thuraipakkam,200,3.8,13,None,Not enough Delivery Reviews
Baskin Robbins,Medavakkam,200,2.7,43,4.2,535
Baskin Robbins,Selaiyur,200,3.6,59,4,307
Baskin Robbins,Anna Nagar West,200,3.5,49,None,Not enough Delivery Reviews
Baskin Robbins,T. Nagar,200,2.8,37,3.8,43
Baskin Robbins,Kilpauk,200,3.3,56,None,Not enough Delivery Reviews
Baskin Robbins,Kottivakkam,200,3.5,34,3.5,49
Baskin Robbins,Ambattur,200,2.9,25,4,226
Baskin Robbins,Madipakkam,200,3.6,34,None,Not enough Delivery Reviews
Baskin Robbins,"Ascendas IT Park, Taramani",200,3.7,19,4.3,283
Baskin Robbins,Virugambakkam,200,2.8,18,3.7,95
Baskin Robbins,Red Hills,200,3.6,10,None,Does not offer Delivery
Baskin Robbins,Kodambakkam,200,3.1,11,4.2,304
Baskin Robbins,Ashok Nagar,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Baskin Robbins,Palavakkam,200,None,Not enough Dining Reviews,3.9,78
Baskin Robbins,Old Mahabalipuram Road (OMR),200,None,Not enough Dining Reviews,3.9,96
Five Star Chicken,Porur,300,3.3,62,3.8,690
Five Star Chicken,Triplicane,300,None,Does not offer Dining,3.8,818
Five Star Chicken,Selaiyur,300,3.3,39,None,Not enough Delivery Reviews
Five Star Chicken,Madhavaram,300,None,Does not offer Dining,3.9,823
Five Star Chicken,Palavakkam,300,3.2,30,4.1,3292
Five Star Chicken,Perambur,300,None,Does not offer Dining,3.8,224
Five Star Chicken,Porur,300,2.5,19,4,173
Five Star Chicken,Velachery,250,1.7,9,2.2,40
Five Star Chicken,Kotturpuram,300,3.3,18,3.8,183
Five Star Chicken,Tambaram,300,3.5,25,None,Not enough Delivery Reviews
Five Star Chicken,T. Nagar,300,3,16,None,Not enough Delivery Reviews
Five Star Chicken,Pallavaram,300,3.4,14,4.3,168
Five Star Chicken,Medavakkam,300,2.9,10,3.8,576
Five Star Chicken,Vandalur,300,1.7,0,2.2,0
Five Star Chicken,Tambaram,300,3.4,16,3.8,450
Five Star Chicken,Selaiyur,300,3.4,9,3.8,100
Five Star Chicken,Red Hills,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Five Star Chicken,Selaiyur,300,3.1,11,4.1,337
Five Star Chicken,Washermenpet,300,3.7,9,3.8,136
Five Star Chicken,Maduravoyal,200,3.4,6,None,Not enough Delivery Reviews
FIVE STAR,K.K. Nagar,300,3.4,7,3.9,47
Five Star Chicken,Choolaimedu,300,3.2,5,3.9,104
Five Star Chicken,GST Road,400,3.2,6,3.8,317
Five Star Chicken,Poonamalle,300,3.7,5,3.9,113
Five Star Chicken,Poonamalle,400,2.9,8,None,Not enough Delivery Reviews
Five Star Chicken,Thuraipakkam,300,3.4,6,3.7,174
Five Star Chicken,Ambattur,300,2,4,3.9,36
Five Star Chicken,GST Road,300,2,4,3.9,95
Five Star Chicken,Pallavaram,300,2,4,None,Does not offer Delivery
Five Star Chicken,Medavakkam,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Five Star Chicken,Perambur,300,3,5,None,Does not offer Delivery
Five Star Chicken,Porur,150,2.3,5,None,Not enough Delivery Reviews
Five Star Chicken,Adyar,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Five Star Chicken,Avadi,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Five Star Chicken,Ambattur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Five Star Chicken,Selaiyur,300,2,4,4.2,279
Five Star Chicken,Teynampet,300,None,Not enough Dining Reviews,3.4,37
Five Star Chicken,"Ascendas IT Park, Taramani",300,None,Not enough Dining Reviews,3.4,25
Five Star Chicken,Potheri,300,None,Not enough Dining Reviews,3.3,39
Five Star Chicken,GST Road,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Five Star Chicken,Pallavaram,300,None,Not enough Dining Reviews,3.9,174
Five Star Chicken,Thiruvanmiyur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Five Star Chicken,Virugambakkam,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Five Star Chicken,Padur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Five Star Chicken,Poonamalle,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Five Star Chicken,Poonamalle,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Five Star Chicken,Kolathur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Seena Bhai 1977 Dosa Center,Sowcarpet,200,None,Does not offer Dining,3.6,244
Seena Bhai 1977 Chat & Juices,Sowcarpet,200,None,Does not offer Dining,3.9,145
Seena Bhai 1977 Dosa Center,Triplicane,200,None,Does not offer Dining,3.6,84
Seena Bhai 1977 Dosa Centre,Kilpauk,250,None,Does not offer Dining,3.3,130
Chennai Franky,Anna Nagar East,150,None,Does not offer Dining,4.2,444
Chennai Franky,Kodambakkam,150,None,Does not offer Dining,4.4,1510
Chennai Franky,Aminijikarai,150,3.4,23,4.1,1474
Chennai Franky,Ramapuram,150,3.2,5,None,Not enough Delivery Reviews
Wraps & Rolls,Kilpauk,200,3.2,52,3.6,726
Wraps & Rolls,Anna Nagar West,200,None,Does not offer Dining,3.6,148
Wraps & Rolls,Sowcarpet,200,None,Does not offer Dining,3.5,398
Wraps & Rolls,Anna Nagar East,200,None,Does not offer Dining,3.5,91
Wraps & Rolls,Velachery,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Wraps & Rolls,MRC Nagar,200,None,Does not offer Dining,3.9,48
Wraps & Rolls,"VR Mall, Anna Nagar",200,None,Does not offer Dining,None,Not enough Delivery Reviews
Hot Breads,Tambaram,450,3.7,61,None,Not enough Delivery Reviews
Hot Breads,T. Nagar,450,3,47,3.9,22
Hot Breads,Kilpauk,450,3.4,54,3.9,23
Hot Breads,Adyar,450,2.9,42,None,Not enough Delivery Reviews
Hot Breads,Mylapore,450,3.6,43,None,Not enough Delivery Reviews
Hot Breads,St. Thomas Mount,450,3.6,23,None,Not enough Delivery Reviews
