restaurant_name,location,price_for_2,din_rating,din_count,del_rating,del_count
J.P.Cool Drinks,Sowcarpet,100,None,Not enough Dining Reviews,None,Does not offer Delivery
V2 Kitchen,Avadi,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Chat Junction,Poonamalle,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
90's Kids Juice & Cafe,Ambattur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Bombai Se Ice Bhel,Sowcarpet,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Sultan Soffrasi,Sholinganallur,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Pride Foods,Adyar,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Green City,Kanathur,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Lime Lite Juice,Potheri,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Golden Sun Bar,"Golden Sun Resort, Mamallapuram",1000,None,Not enough Dining Reviews,None,Does not offer Delivery
Elite Gamer,Thuraipakkam,350,None,Not enough Dining Reviews,None,Does not offer Delivery
O Mirchi,Ramapuram,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Cake Take,Ramapuram,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Green Apple Juice Shop,Pallavaram,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Kalappai Biriyani,Selaiyur,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Sandwich House,Kanchipuram District,150,None,Does not offer Dining,3.9,33
Lazeez Biryani,Pallikaranai,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Alif Halal Restaurant,Chengalpattu,350,None,Does not offer Dining,None,Not enough Delivery Reviews
Bhavani Tiffen Centre,Meenambakkam,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Coastal Kitchen,Porur,450,None,Does not offer Dining,None,Not enough Delivery Reviews
Chennai's Tpot,Nanganallur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Arabian Nights,Aminijikarai,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
The Maari's Sandwich Shop,Guindy,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Chord V The Experience,Besant Nagar,500,None,Not enough Dining Reviews,None,Does not offer Delivery
Burmese n Chinese,Red Hills,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Mango's Juice Shop,Besant Nagar,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Cheesy Juicy Burgers,Pallavaram,350,None,Does not offer Dining,2.9,27
Aachi Kaimanam Homely Kitchen,Chromepet,150,None,Does not offer Dining,None,Not enough Delivery Reviews
7th Heaven,"Gokulam Park Hotel, Ashok Nagar",900,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hotel Manna,Selaiyur,400,None,Not enough Dining Reviews,3.8,96
Ajay Food Point,Sholinganallur,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hotel Sri Sai Saravanas,Kanchipuram District,350,None,Not enough Dining Reviews,4.1,150
Sandwich Jerks,Perungudi,250,None,Does not offer Dining,3.7,32
Absolute Desire,T. Nagar,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Apsal Chettinadu Hotel,T. Nagar,200,None,Not enough Dining Reviews,3.3,77
Hotel Gopal,Avadi,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Hotel Shri Vinayaga Bhavan,"Ascendas IT Park, Taramani",200,None,Not enough Dining Reviews,None,Does not offer Delivery
Hotel Kumaran,Chromepet,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Snaiv's Rain Bakes,Chengalpattu,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Aromatic Baker's Cafe,Porur,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Pugaa,Maduravoyal,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Iyengars Kitchen,Anna Nagar West,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Ariha,Ambattur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
The 90s Kids,Perambur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Seven Hills Cool Bar,Velachery,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Ankut Da Dhaba,Red Hills,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Musik Cafe,Besant Nagar,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Madras Biryani and Fast Food,Anna Nagar East,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Perambur Attukall Biriyani,Perambur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hotel Velcome,Guindy,250,None,Not enough Dining Reviews,None,Does not offer Delivery
The Sandwich Box,Medavakkam,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Engineers Cafe,Madipakkam,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
MR.EATZ,Royapettah,250,None,Does not offer Dining,None,Not enough Delivery Reviews
Happy Chit Chat Centre,Maduravoyal,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Chellini Jigar,Kanchipuram District,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Runaway Rice By Sketch,Thousand Lights,600,None,None,None,None
Metro Juice Park & Fast Food,Selaiyur,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Nandhu's Kitchen,Tiruvottiyur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Hotel Classic,Nungambakkam,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Scoops And Smiles,Velachery,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Hrs Canteen,Guindy,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Jai Health Foods,Pallikaranai,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Malabar Kitchen,Taramani,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Appu Chettinad Restaurant,Avadi,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
The Cake Elite,Selaiyur,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Swamys Cafe,Ekkaduthangal,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Roll Shop,Kanchipuram District,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Gowri Amma's Kai Manam,K.K. Nagar,250,None,Does not offer Dining,None,Not enough Delivery Reviews
TCF - Twinchester Foods,Kilpauk,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Al Baik Biryani,Royapettah,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Adithyan Restaurant,"Hotel NRS Sakithyan, T. Nagar",1200,None,Not enough Dining Reviews,None,Does not offer Delivery
Smart Appatha Foods,Adambakkam,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
MRP Unavagam,Choolaimedu,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Delhi Chat's,Ramapuram,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Cafe Cube - Aboo Funland,Valasaravakkam,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Sri Syamalamba Andhra Mess,Kanchipuram District,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Chill And Crispy,Kanchipuram District,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Shree Vadivudaiyamman Stiffen Center,Tiruvottiyur,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Bullet No.79,Perungudi,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Annai Biriyani Center,Velachery,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Super Thick Shake,Navallur,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Exotic Restaurant,Avadi,350,None,Not enough Dining Reviews,3.4,29
Gokul Mani Restaurant,Thuraipakkam,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Wafcafe,Velachery,350,None,Does not offer Dining,None,Not enough Delivery Reviews
The Chennai Fresh 'N' Spot,Kotturpuram,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Pari Hotel,Ambattur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Famous Fast Food,Washermenpet,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Indian Coffee House,Vepery,50,None,Not enough Dining Reviews,None,Does not offer Delivery
Routher Biriyani,Nungambakkam,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Woffles,K.K. Nagar,250,None,Does not offer Dining,None,Not enough Delivery Reviews
Alpha Foods,Mogappair,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Jay 2 Days,Pallavaram,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Al-Maaz,Kanchipuram District,450,None,Not enough Dining Reviews,None,Does not offer Delivery
Primary Restaurant,Sholinganallur,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Taaham,Anna Nagar East,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Deepa Mess & Fast Food,T. Nagar,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Kolkata Chat,Selaiyur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Cool Cap,Selaiyur,100,None,Not enough Dining Reviews,3.1,20
Tamil Nadu Biryani Centre,Choolaimedu,100,None,Does not offer Dining,None,Not enough Delivery Reviews
Hotel Sri Dhaya,Chengalpattu,250,None,Not enough Dining Reviews,3.8,63
Halal Thalapakattu,Porur,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Fruitos Ice Creams,Porur,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Sri Balaji Sitrundi Centre,George Town,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Jyothi Hotel,Choolaimedu,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Jayashree Foods,Velachery,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Murugan Fast Food & Tiffin Center,Kolathur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Sathyam Grand,Kanchipuram District,400,None,Not enough Dining Reviews,None,Does not offer Delivery
Chill & Chat,K.K. Nagar,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Sri Sai Andhra Mess & Fast food,Tambaram,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Maami Samyaal,Royapettah,1500,None,Not enough Dining Reviews,None,Does not offer Delivery
Madurainaygam Chettinadu Mess,Mylapore,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Chocolake,Adambakkam,350,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
MSM Classic Chettinadu Restaurant,Selaiyur,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hangout Multicuisine Restaurant,Madipakkam,450,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
S P Restaurant,Kanchipuram District,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Saravana Sweets & Bakery,Taramani,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Eden Cream and Cane,Velachery,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Sankaran Homely Pure Veg ,Teynampet,400,None,Not enough Dining Reviews,None,Does not offer Delivery
AAA Snacks,Saidapet,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Cut Coffee,"Ascendas IT Park, Taramani",150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hunger Hub,Anna Nagar East,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Hi-Way Snacks,Vandalur,250,None,Does not offer Dining,None,Not enough Delivery Reviews
Kavihaas Kitchen,Velachery,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Grand Cafe,Anna Nagar East,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Cake Nest,Medavakkam,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Jaishree Sweets & Bakery,Porur,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Hotel Senthil,Arumbakkam,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Royal Fresh Juice,Maduravoyal,200,None,Not enough Dining Reviews,None,Does not offer Delivery
SPN Tiffin Centre,Egmore,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Sri Selva Sweets and Bakery,Adyar,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Say Cheese,Valasaravakkam,100,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Relax Cafe,West Mambalam,350,None,Not enough Dining Reviews,None,Does not offer Delivery
Ekanta Vilas Veg Restuarant,Madipakkam,250,None,Not enough Dining Reviews,None,Does not offer Delivery
The Sandwich Corner,Porur,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Muthumani Chettinad Military Hotel,Arumbakkam,350,None,Not enough Dining Reviews,None,Does not offer Delivery
Impress Foods,Perungudi,450,None,Not enough Dining Reviews,None,Does not offer Delivery
Suvai Amuthu,Ashok Nagar,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Tawakkal Biryani,George Town,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
SKB,Vandalur,500,None,Does not offer Dining,None,Not enough Delivery Reviews
Desi Tadka,George Town,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Hotel Shanmuga Bhavan,Maduravoyal,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Indian Fast Food,Medavakkam,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Season Foods,Medavakkam,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Night Riders,Adambakkam,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Sri Velan Ice Park,George Town,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Bhopali Mess,Padur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Herb House,GST Road,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Tharun Fast Food & Tiffin Center,Anna Nagar West,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Chola Cafe,Kolathur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Lalith Mess,"Mahindra World City, Chengalpattu",300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Idly Corner,Ashok Nagar,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Bharath Restaurant & Bakery Products,Kanchipuram District,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Avenue 11,Alwarpet,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hotel Saravanas,Poonamalle,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Green 7,Pallavaram,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Crunchy Sandwich,Velachery,250,None,Not enough Dining Reviews,None,Does not offer Delivery
46 Arabian Foods,Avadi,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Hajara Foods,Egmore,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Lemon Fizz,Egmore,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Eat & Taste Sandwich Stall,Royapuram,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Fresh Juice Bar,Ramapuram,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Vani Vilas,Anna Salai,250,None,Does not offer Dining,3.9,45
Hotel Arun,Madipakkam,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Madras Caterers & Take Outs,Ambattur,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Gom's Deli,Avadi,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Thendral Pazhamudircholai,Selaiyur,100,None,Does not offer Dining,None,Not enough Delivery Reviews
Juice Garden,Medavakkam,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Royal Arcod Biriyani,Maduravoyal,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Rice Feast,Medavakkam,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Thashu's Biriyani Hub,Porur,500,None,Does not offer Dining,None,Not enough Delivery Reviews
Light House Fast Food,Santhome,200,None,Not enough Dining Reviews,None,Does not offer Delivery
The  Daily Meal Shop @ Hillside,Medavakkam,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Elite Food World,Sholinganallur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Welcome Food Court,Maduravoyal,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Clarista Hotel,Kanchipuram District,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Suvai,Vepery,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Insight Juice Shop,Arumbakkam,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Happy Smile Chats,Tiruvottiyur,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Haffa Cafe,Perambur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hotel Vir,T. Nagar,500,None,Not enough Dining Reviews,None,Does not offer Delivery
H.O.D- House Of Delivery,Perambur,200,None,Does not offer Dining,None,Not enough Delivery Reviews
AP Biriyani,Porur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Food Palace,Anna Nagar West,200,None,Does not offer Dining,None,Not enough Delivery Reviews
That Shop,Selaiyur,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Hotel Sree Sai,GST Road,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Cake Spot,Porur,300,None,Not enough Dining Reviews,None,Does not offer Delivery
A M Chicken Center,Royapettah,350,None,Not enough Dining Reviews,None,Does not offer Delivery
Caffino Refreshing Point,Vadapalani,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Short Break,T. Nagar,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Narchuvai The Idli Shop,Egatoor,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Shapeurcake,Selaiyur,100,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Muthuram Juice Centre,GST Road,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Hana's Kitchen,Padur,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Pirates Barbecue,Medavakkam,300,None,Not enough Dining Reviews,None,Does not offer Delivery
All Day Restaurant,Okkiyampet,450,None,Does not offer Dining,None,Not enough Delivery Reviews
Sunanda Ka Dhaba,Pallikaranai,300,None,Does not offer Dining,None,Not enough Delivery Reviews
CES Food Service,Choolaimedu,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Sri Malaimagal Hotel,Selaiyur,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Blue Moon,Ambattur,350,None,Not enough Dining Reviews,None,Does not offer Delivery
Foodlinks,Adambakkam,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Iyengar's Catering,Palavakkam,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Shakthi Food,Kilpauk,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Sharjah Juice & Snacks,T. Nagar,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Krishna Chat & Fresh Juice,Washermenpet,150,None,Not enough Dining Reviews,None,Does not offer Delivery
Al-Araby Sutta Kozhi,Nanganallur,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Bihari Tadka,Perungudi,250,None,Not enough Dining Reviews,None,Does not offer Delivery
J.J.Fast Foods & Chettinadu,Mogappair,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hotel Balas,Avadi,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Nellai Kadambur Parotta,Tambaram,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Taco Feest,Velachery,300,None,Does not offer Dining,None,Not enough Delivery Reviews
R V Hotel,Pallavaram,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Coal Smith,Sholinganallur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Sri Ganesh Bhavan,Thiruvallur,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Annapoorani's Five Star Biriyani,Ambattur,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Maggi Kings,Perungudi,350,None,Does not offer Dining,None,Not enough Delivery Reviews
Aaoji Khaoji,Perungudi,450,None,Not enough Dining Reviews,None,Does not offer Delivery
RM Sweets & Bakery,Ambattur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Reddy's Hotel,Kanchipuram District,400,None,Not enough Dining Reviews,None,Does not offer Delivery
Cool Junction,Ambattur,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Sri Krishna Hotel,Porur,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Grand Cool Palace,"Ascendas IT Park, Taramani",250,None,Not enough Dining Reviews,None,Does not offer Delivery
Hotel Sindhu Fast Food,Guindy,100,None,Not enough Dining Reviews,None,Does not offer Delivery
Luna Café,Sholinganallur,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Iiyndhinai Organic Kitchen,Velachery,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
ABC Restaurant,Royapuram,200,None,Not enough Dining Reviews,None,Does not offer Delivery
Snackexperts,Anna Nagar West,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Pizzeria By Ciclo,Kotturpuram,700,None,Does not offer Dining,None,Not enough Delivery Reviews
Arabian Home Food,Ashok Nagar,250,None,Does not offer Dining,3.7,15
Irani Dum Chai,Velachery,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Waffle World,Perungudi,150,None,None,None,None
Shri Sakthi Ganesh Bhavan,Vandalur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Chandni Chowk@Omr,"OMR Food Street, Navallur",300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Star Briyani & Fast Food,Chromepet,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
SC Tempting Foods,Palavakkam,400,None,Does not offer Dining,None,Not enough Delivery Reviews
J J Restaurant,Porur,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Kolathur Kulambu Kadai,Kolathur,250,None,Not enough Dining Reviews,None,Does not offer Delivery
Coco Jaunt 1728,Adyar,550,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Made In China,Thuraipakkam,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
ABI'S Kitchen,Mogappair,100,None,Does not offer Dining,None,Not enough Delivery Reviews
Coruscoa,Saligramam,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Dear Burger,Medavakkam,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Kasthuri Snacks Center,Chromepet,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Wegun,Medavakkam,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Rasavid Multicuisine Restaurant,Sholinganallur,500,None,Does not offer Dining,None,Not enough Delivery Reviews
Green Apple Juice And Snacks,Avadi,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Mangalore Cafe,T. Nagar,100,None,Does not offer Dining,None,Not enough Delivery Reviews
Pearl City Restaurant,Saligramam,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Subra Dines,Tambaram,300,None,Does not offer Dining,None,Not enough Delivery Reviews
The Shangai Story,Ekkaduthangal,350,None,Does not offer Dining,None,Not enough Delivery Reviews
Mysore Dosa,K.K. Nagar,300,None,Not enough Dining Reviews,3.9,20
Ramnad Classic Biriyani,Taramani,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hotel Sooryas,Poonamalle,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Homchoc,Shenoy Nagar,200,None,Does not offer Dining,None,Not enough Delivery Reviews
The Fryo World,Taramani,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Chacma,Padur,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Chaat Corner,Nungambakkam,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Royal Kings Biryani,Porur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Moms Kitchen,Porur,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Relax Hot And Cool,Madhavaram,150,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Tandoor Hut,Chromepet,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Bismillah Biriyani Centre,Tiruvottiyur,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Biriyani Times,Perungudi,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Crisp Shop,Adambakkam,100,None,Does not offer Dining,None,Not enough Delivery Reviews
Sumathi Mess,Ramapuram,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Absolute Delight,Ramapuram,450,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Prayani Foods,Perambur,200,None,Does not offer Dining,None,Not enough Delivery Reviews
RK Hot Foods,Purasavakkam,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Chillis Bhojana Koodam Andhra Mess,Saidapet,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Real Fruit,Saligramam,150,None,Does not offer Dining,None,Not enough Delivery Reviews
Nellai Vasantha Bavan,Washermenpet,200,None,Not enough Dining Reviews,3.7,52
EVP Carnival Cinemas,Poonamalle,350,None,Not enough Dining Reviews,None,Does not offer Delivery
Swaad Sadan Caters,Kanchipuram District,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Yummy Briyaani,Thuraipakkam,250,None,Does not offer Dining,None,Not enough Delivery Reviews
Adyar Kausiya Biriyani & Fast Food,Taramani,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Chaat With Us,Egatoor,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Madurai Sri Devar Hotel,Sholinganallur,300,None,Does not offer Dining,None,Not enough Delivery Reviews
NVR Foods,Thuraipakkam,350,None,Does not offer Dining,None,Not enough Delivery Reviews
Hotel Rayyan,Kanchipuram District,750,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
The Madras Greens,Adyar,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Hotel Med Mac,Poonamalle,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Cake Layers,Padur,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Mishra Paan Shop And Chaat Shop,Arumbakkam,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Pioneer Catering,Velachery,400,None,Does not offer Dining,None,Not enough Delivery Reviews
Jam Jam Brinji Center,Mylapore,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Roggers Chicken,Saligramam,550,None,Does not offer Dining,None,Not enough Delivery Reviews
Kuberan Kitchen,Madipakkam,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Mugils Restaurant,Madipakkam,300,None,Does not offer Dining,None,Not enough Delivery Reviews
Dindugal Biriyani,T. Nagar,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Tower Bistro,Anna Nagar West,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
SS Arabian Foods,Padur,500,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
25 Shades Of Maggi,T. Nagar,300,None,Does not offer Dining,None,Not enough Delivery Reviews
The Atrium Cafe,Koyambedu,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Tn 22 Parotta N Rolls,Thiruvanmiyur,200,None,Does not offer Dining,None,Not enough Delivery Reviews
Yellow Bell Foods,Medavakkam,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Hot And Spicy,Maduravoyal,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Nalapagam Restaurant,Ramapuram,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
FOOD 365,Ambattur,250,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Prasad Food,Vepery,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Golden Fries,Maduravoyal,300,None,Not enough Dining Reviews,None,Not enough Delivery Reviews
Gulabs,Mylapore,250,None,Does not offer Dining,None,Not enough Delivery Reviews
Anandhi Idly Kadai-Mahalakshmi Nagar,Tambaram,300,None,Not enough Dining Reviews,None,Does not offer Delivery
Box Out,Taramani,500,None,Does not offer Dining,None,Not enough Delivery Reviews
